y_true,y_hat,ops
0.431,0.393,400742
0.431,0.397,400785
0.431,0.394,400874
0.451,0.393,400882
0.431,0.393,400947
0.431,0.393,401021
0.431,0.394,401072
0.431,0.393,401081
0.431,0.393,401102
0.431,0.393,401111
0.431,0.397,401137
0.431,0.393,401153
0.627,0.399,401188
0.431,0.398,401196
0.431,0.393,401200
0.431,0.393,401242
0.431,0.396,401277
0.431,0.393,401293
0.431,0.393,401340
0.431,0.393,401382
0.431,0.393,401455
0.431,0.393,401463
0.431,0.394,401480
0.431,0.393,401498
0.431,0.393,401501
0.431,0.393,401587
0.431,0.393,401595
0.431,0.393,401609
0.431,0.393,401617
0.431,0.393,401757
0.431,0.393,401773
0.431,0.393,401781
0.431,0.397,401803
0.431,0.393,401811
0.431,0.399,401846
0.431,0.393,401871
0.431,0.393,401897
0.431,0.393,401919
0.431,0.394,401978
0.431,0.394,401986
0.431,0.393,402001
0.431,0.393,402010
0.431,0.393,402036
0.431,0.399,402052
0.627,0.399,402061
0.431,0.393,402095
0.431,0.393,402109
0.431,0.399,402117
0.431,0.393,402125
0.431,0.394,402141
0.431,0.397,402150
0.431,0.393,402206
0.431,0.393,402214
0.431,0.393,402222
0.431,0.399,402346
0.431,0.396,402354
0.431,0.393,402362
0.431,0.393,402419
0.431,0.393,402427
0.431,0.395,402460
0.431,0.393,402478
0.431,0.393,402516
0.431,0.399,402541
0.431,0.393,402583
0.431,0.393,402699
0.431,0.398,402753
0.431,0.393,402770
0.431,0.399,402796
0.431,0.394,402834
0.431,0.399,402851
0.431,0.393,402893
0.431,0.393,402915
0.431,0.401,402923
0.431,0.393,402931
0.627,0.399,402940
0.431,0.399,402958
0.431,0.399,402966
0.431,0.399,402982
0.431,0.393,402991
0.431,0.397,403075
0.431,0.393,403130
0.431,0.393,403156
0.627,0.399,403172
0.431,0.393,403202
0.431,0.393,403237
0.431,0.393,403245
0.431,0.393,403261
0.431,0.393,403300
0.431,0.393,403326
0.431,0.399,403369
0.431,0.393,403385
0.431,0.393,403458
0.431,0.393,403512
0.431,0.391,403521
0.431,0.393,403571
0.431,0.396,403580
0.431,0.393,403628
0.431,0.393,403636
0.431,0.393,403709
0.627,0.399,403717
0.431,0.393,403768
0.431,0.399,403784
0.627,0.399,403806
0.431,0.399,403814
0.431,0.393,403849
0.431,0.393,403865
0.431,0.393,403873
0.431,0.479,403911
0.431,0.393,403920
0.431,0.397,403954
0.431,0.394,403962
0.627,0.399,403989
0.431,0.393,403997
0.431,0.399,404039
0.431,0.393,404047
0.431,0.393,404128
0.431,0.397,404136
0.431,0.393,404187
0.431,0.393,404225
0.431,0.399,404241
0.431,0.393,404250
0.431,0.393,404268
0.627,0.398,404284
0.431,0.393,404306
0.431,0.393,404331
0.431,0.393,404365
0.431,0.393,404381
0.431,0.399,404390
0.627,0.399,404411
0.431,0.393,404497
0.431,0.393,404519
0.431,0.393,404527
0.431,0.399,404535
0.431,0.399,404543
0.627,0.399,404578
0.431,0.393,404594
0.431,0.393,404608
0.431,0.399,404713
0.627,0.399,404721
0.431,0.399,404748
0.431,0.393,404772
0.431,0.393,404781
0.431,0.393,404802
0.431,0.393,404811
0.431,0.396,404829
0.431,0.394,404845
0.627,0.399,404861
0.431,0.393,404888
0.431,0.393,404900
0.431,0.399,404918
0.431,0.399,404942
0.431,0.393,404993
0.431,0.393,405051
0.431,0.393,405060
0.431,0.393,405108
0.431,0.394,405124
0.431,0.398,405141
0.431,0.397,405230
0.431,0.399,405248
0.431,0.393,405281
0.431,0.399,405302
0.431,0.403,405400
0.431,0.399,405418
0.431,0.393,405434
0.431,0.393,405507
0.431,0.399,405515
0.431,0.393,405523
0.431,0.393,405582
0.431,0.393,405604
0.431,0.393,405647
0.431,0.397,405671
0.431,0.393,405680
0.431,0.393,405698
0.431,0.399,405710
0.627,0.399,405728
0.431,0.393,405752
0.431,0.393,405761
0.431,0.393,405795
0.431,0.395,405914
0.431,0.393,405922
0.431,0.393,405931
0.431,0.393,405965
0.431,0.393,405973
0.431,0.393,406104
0.431,0.393,406121
0.431,0.399,406171
0.431,0.393,406201
0.431,0.393,406210
0.431,0.393,406236
0.431,0.396,406244
0.431,0.393,406279
0.431,0.393,406295
0.431,0.393,406350
0.431,0.393,406406
0.431,0.399,406414
0.431,0.393,406431
0.431,0.393,406449
0.431,0.393,406457
0.431,0.393,406481
0.431,0.399,406490
0.431,0.393,406503
0.431,0.397,406546
0.431,0.398,406554
0.431,0.393,406562
0.431,0.393,406571
0.431,0.397,406589
0.431,0.393,406627
0.431,0.393,406635
0.431,0.393,406643
0.431,0.398,406651
0.431,0.393,406708
0.431,0.396,406741
0.431,0.395,406759
0.431,0.394,406783
0.431,0.399,406791
0.431,0.393,406805
0.431,0.394,406813
0.431,0.399,406830
0.431,0.393,406848
0.431,0.393,406881
0.431,0.393,406937
0.431,0.394,406945
0.627,0.399,406953
0.431,0.393,406970
0.431,0.393,406988
0.431,0.399,407011
0.431,0.395,407062
0.431,0.393,407071
0.431,0.393,407089
0.431,0.393,407097
0.431,0.393,407119
0.431,0.399,407135
0.431,0.393,407186
0.431,0.395,407208
0.431,0.394,407224
0.431,0.393,407241
0.627,0.399,407259
0.431,0.393,407283
0.431,0.393,407291
0.431,0.399,407313
0.431,0.394,407330
0.431,0.393,407381
0.431,0.399,407402
0.431,0.393,407437
0.431,0.397,407496
0.431,0.393,407500
0.431,0.399,407534
0.431,0.399,407542
0.431,0.393,407569
0.431,0.393,407593
0.431,0.393,407607
0.431,0.393,407623
0.431,0.399,407631
0.431,0.393,407682
0.431,0.399,407704
0.451,0.397,407755
0.431,0.393,407780
0.627,0.399,407801
0.431,0.394,407852
0.431,0.399,407861
0.431,0.396,407879
0.431,0.393,407887
0.431,0.393,407909
0.431,0.393,407941
0.431,0.399,407968
0.627,0.399,407976
0.431,0.393,408026
0.431,0.393,408034
0.431,0.399,408069
0.431,0.399,408093
0.431,0.393,408115
0.431,0.395,408123
0.431,0.393,408158
0.431,0.393,408212
0.431,0.399,408221
0.431,0.393,408239
0.431,0.393,408263
0.431,0.393,408271
0.431,0.399,408280
0.431,0.393,408298
0.627,0.399,408301
0.431,0.393,408310
0.431,0.393,408328
0.431,0.393,408379
0.431,0.395,408476
0.431,0.393,408484
0.431,0.395,408506
0.431,0.4,408514
0.431,0.393,408522
0.431,0.393,408531
0.431,0.393,408565
0.431,0.393,408581
0.431,0.399,408603
0.431,0.393,408611
0.431,0.399,408646
0.431,0.393,408654
0.431,0.393,408662
0.431,0.398,408701
0.627,0.399,408743
0.431,0.393,408751
0.431,0.396,408794
0.431,0.399,408816
0.431,0.406,408824
0.431,0.393,408832
0.431,0.393,408859
0.431,0.397,408867
0.431,0.399,408875
0.431,0.393,408883
0.431,0.393,408905
0.431,0.399,408913
0.431,0.393,408948
0.431,0.393,408964
0.431,0.393,408972
0.431,0.395,408999
0.431,0.393,409014
0.431,0.398,409022
0.431,0.393,409081
0.431,0.393,409103
0.431,0.398,409120
0.431,0.399,409189
0.431,0.398,409197
0.431,0.393,409219
0.431,0.395,409235
0.431,0.394,409243
0.431,0.393,409251
0.431,0.393,409260
0.431,0.393,409286
0.431,0.393,409308
0.431,0.393,409359
0.431,0.399,409405
0.431,0.394,409413
0.431,0.395,409464
0.431,0.397,409511
0.431,0.394,409553
0.431,0.393,409588
0.431,0.393,409596
0.431,0.399,409634
0.431,0.394,409642
0.431,0.393,409669
0.431,0.399,409685
0.431,0.393,409693
0.431,0.399,409707
0.431,0.393,409715
0.431,0.393,409731
0.431,0.394,409758
0.431,0.399,409782
0.431,0.393,409791
0.431,0.393,409804
0.431,0.397,409839
0.431,0.393,409847
0.627,0.399,409928
0.431,0.393,409936
0.431,0.393,409979
0.431,0.393,409987
0.431,0.393,409995
0.431,0.393,410004
0.627,0.399,410021
0.431,0.395,410047
0.431,0.393,410071
0.431,0.393,410098
0.431,0.393,410110
0.431,0.394,410128
0.431,0.393,410136
0.431,0.393,410152
0.431,0.398,410179
0.431,0.393,410187
0.431,0.393,410225
0.431,0.393,410241
0.431,0.393,410276
0.431,0.393,410284
0.431,0.399,410292
0.431,0.393,410306
0.431,0.399,410322
0.431,0.393,410331
0.627,0.399,410349
0.431,0.398,410365
0.431,0.398,410373
0.431,0.393,410411
0.431,0.393,410420
0.431,0.399,410438
0.431,0.399,410454
0.431,0.399,410471
0.431,0.399,410497
0.431,0.393,410543
0.431,0.394,410608
0.431,0.393,410616
0.431,0.393,410624
0.431,0.394,410632
0.431,0.399,410667
0.431,0.399,410713
0.431,0.393,410721
0.431,0.393,410781
0.431,0.393,410888
0.431,0.394,410896
0.431,0.393,410900
0.431,0.393,410926
0.431,0.393,410934
0.431,0.399,410942
0.431,0.393,410951
0.431,0.397,410969
0.431,0.393,410977
0.431,0.399,410985
0.431,0.393,411027
0.431,0.399,411035
0.431,0.393,411051
0.431,0.399,411060
0.431,0.394,411078
0.431,0.393,411086
0.431,0.392,411094
0.431,0.393,411116
0.431,0.393,411124
0.431,0.399,411132
0.431,0.393,411159
0.431,0.394,411175
0.627,0.399,411205
0.431,0.394,411213
0.431,0.393,411221
0.431,0.394,411230
0.431,0.394,411248
0.431,0.4,411256
0.431,0.394,411264
0.431,0.393,411272
0.431,0.393,411281
0.431,0.394,411299
0.431,0.393,411302
0.431,0.399,411311
0.431,0.399,411329
0.431,0.395,411337
0.431,0.393,411345
0.431,0.393,411353
0.431,0.393,411361
0.627,0.399,411370
0.431,0.393,411400
0.431,0.393,411418
0.431,0.393,411426
0.431,0.393,411434
0.627,0.4,411442
0.431,0.393,411469
0.431,0.398,411485
0.431,0.397,411493
0.431,0.393,411507
0.431,0.393,411515
0.431,0.399,411531
0.431,0.393,411540
0.431,0.393,411558
0.431,0.395,411566
0.431,0.399,411574
0.431,0.393,411582
0.431,0.393,411604
0.431,0.394,411639
0.431,0.393,411647
0.431,0.393,411655
0.431,0.399,411663
0.451,0.393,411671
0.431,0.399,411680
0.431,0.397,411698
0.431,0.397,411701
0.431,0.393,411710
0.431,0.393,411728
0.431,0.393,411744
0.431,0.393,411752
0.431,0.393,411761
0.431,0.399,411817
0.431,0.399,411833
0.431,0.394,411841
0.431,0.399,411850
0.431,0.393,411868
0.431,0.393,411876
0.431,0.393,411884
0.431,0.398,411892
0.431,0.394,411914
0.431,0.394,411931
0.431,0.393,411949
0.431,0.393,411957
0.431,0.399,411990
0.431,0.393,412007
0.431,0.399,412015
0.431,0.398,412023
0.431,0.396,412031
0.431,0.393,412040
0.431,0.399,412058
0.627,0.399,412066
0.431,0.393,412082
0.431,0.393,412091
0.431,0.393,412112
0.431,0.399,412139
0.431,0.393,412163
0.431,0.399,412171
0.431,0.393,412198
0.431,0.399,412201
0.431,0.393,412210
0.431,0.393,412228
0.431,0.393,412244
0.431,0.399,412252
0.431,0.399,412295
0.431,0.399,412325
0.431,0.399,412333
0.431,0.394,412350
0.431,0.393,412368
0.431,0.393,412376
0.431,0.393,412384
0.627,0.399,412406
0.431,0.399,412414
0.431,0.399,412422
0.431,0.393,412449
0.431,0.393,412457
0.431,0.393,412465
0.627,0.399,412473
0.431,0.393,412481
0.431,0.393,412503
0.431,0.395,412511
0.431,0.394,412520
0.431,0.394,412538
0.431,0.393,412554
0.627,0.399,412571
0.431,0.393,412627
0.431,0.394,412635
0.431,0.399,412643
0.431,0.399,412651
0.431,0.393,412660
0.431,0.393,412708
0.431,0.399,412716
0.431,0.399,412724
0.431,0.393,412741
0.431,0.393,412759
0.431,0.393,412767
0.431,0.393,412775
0.431,0.396,412791
0.431,0.419,412805
0.431,0.393,412813
0.431,0.393,412821
0.431,0.393,412830
0.431,0.393,412848
0.431,0.393,412856
0.431,0.394,412872
0.431,0.399,412881
0.431,0.399,412899
0.431,0.393,412937
0.431,0.399,412945
0.431,0.393,412953
0.431,0.394,412961
0.431,0.393,412970
0.431,0.393,412996
0.431,0.393,413011
0.431,0.393,413038
0.431,0.399,413046
0.431,0.399,413054
0.627,0.399,413062
0.431,0.399,413071
0.431,0.399,413089
0.431,0.399,413097
0.431,0.394,413101
0.431,0.393,413127
0.431,0.393,413135
0.431,0.399,413151
0.431,0.393,413160
0.627,0.399,413178
0.431,0.393,413186
0.431,0.393,413194
0.431,0.393,413208
0.431,0.393,413224
0.431,0.393,413232
0.431,0.393,413241
0.431,0.399,413259
0.431,0.395,413267
0.431,0.394,413275
0.431,0.399,413283
0.431,0.394,413291
0.431,0.393,413305
0.431,0.397,413313
0.431,0.393,413321
0.431,0.393,413330
0.431,0.393,413348
0.431,0.394,413356
0.431,0.393,413364
0.431,0.394,413372
0.431,0.404,413399
0.431,0.393,413402
0.431,0.393,413411
0.431,0.393,413429
0.431,0.393,413437
0.431,0.393,413461
0.431,0.399,413470
0.431,0.394,413488
0.431,0.394,413500
0.431,0.393,413518
0.431,0.393,413526
0.431,0.398,413542
0.431,0.393,413551
0.431,0.393,413577
0.431,0.393,413585
0.431,0.393,413593
0.431,0.393,413623
0.431,0.399,413631
0.627,0.399,413658
0.431,0.394,413666
0.431,0.393,413674
0.431,0.399,413691
0.431,0.399,413712
0.431,0.393,413721
0.431,0.393,413739
0.431,0.399,413747
0.431,0.393,413755
0.431,0.399,413763
0.431,0.393,413780
0.431,0.393,413798
0.431,0.399,413801
0.431,0.399,413810
0.431,0.393,413844
0.431,0.393,413861
0.431,0.393,413879
0.431,0.399,413887
0.431,0.393,413895
0.627,0.398,413909
0.431,0.399,413917
0.431,0.399,413925
0.431,0.399,413933
0.431,0.393,413941
0.431,0.399,413968
0.431,0.399,413976
0.431,0.399,413984
0.431,0.399,414000
0.627,0.399,414042
0.431,0.393,414051
0.431,0.393,414069
0.431,0.399,414077
0.431,0.399,414115
0.627,0.399,414123
0.431,0.399,414131
0.627,0.399,414140
0.627,0.399,414166
0.431,0.395,414182
0.431,0.393,414204
0.431,0.394,414212
0.627,0.399,414221
0.431,0.399,414263
0.431,0.399,414280
0.431,0.399,414298
0.627,0.399,414328
0.431,0.399,414336
0.431,0.399,414344
0.431,0.399,414352
0.627,0.399,414395
0.431,0.399,415171
0.529,0.393,300012
0.529,0.393,300080
0.529,0.397,300136
0.529,0.398,300195
0.529,0.398,300292
0.529,0.393,300365
0.529,0.398,300683
0.529,0.396,300713
0.529,0.395,300730
0.529,0.403,300748
0.529,0.394,300764
0.529,0.4,300870
0.529,0.393,300896
0.529,0.396,300926
0.529,0.393,300951
0.529,0.405,301043
0.529,0.395,301060
0.529,0.393,301086
0.529,0.393,301124
0.529,0.393,301213
0.529,0.399,301299
0.529,0.4,301311
0.529,0.455,301337
0.529,0.395,301396
0.529,0.399,301574
0.529,0.393,301591
0.529,0.393,301647
0.529,0.392,301728
0.529,0.395,301744
0.529,0.398,301850
0.529,0.393,301906
0.529,0.402,301949
0.529,0.393,301973
0.529,0.393,302091
0.529,0.394,302147
0.529,0.393,302228
0.529,0.394,302490
0.529,0.393,302511
0.529,0.393,302627
0.529,0.399,302694
0.529,0.487,302872
0.529,0.397,302881
0.529,0.394,302902
0.529,0.392,302953
0.529,0.393,303020
0.529,0.393,303089
0.529,0.395,303178
0.529,0.393,303259
0.529,0.398,303267
0.529,0.393,303291
0.529,0.401,303356
0.529,0.4,303364
0.529,0.395,303585
0.529,0.397,303623
0.529,0.394,303691
0.529,0.4,303739
0.529,0.394,303844
0.529,0.436,303976
0.529,0.399,304034
0.529,0.397,304051
0.529,0.395,304107
0.529,0.394,304123
0.529,0.394,304131
0.529,0.394,304158
0.529,0.397,304212
0.529,0.396,304344
0.529,0.395,304395
0.529,0.399,304409
0.529,0.393,304441
0.529,0.393,304468
0.529,0.394,304476
0.529,0.394,304484
0.529,0.398,304522
0.529,0.395,304531
0.529,0.399,304590
0.529,0.4,304638
0.529,0.417,304662
0.529,0.374,304701
0.529,0.393,304859
0.529,0.395,304883
0.529,0.399,304956
0.529,0.395,305227
0.529,0.399,305243
0.529,0.401,305316
0.529,0.393,305421
0.529,0.395,305472
0.529,0.505,305600
0.529,0.399,305626
0.529,0.394,305740
0.529,0.39,305774
0.529,0.393,305791
0.529,0.393,305928
0.529,0.398,305995
0.529,0.397,306045
0.529,0.396,306100
0.529,0.399,306126
0.529,0.393,306193
0.529,0.393,306207
0.529,0.393,306347
0.529,0.396,306355
0.529,0.399,306398
0.529,0.401,306428
0.529,0.393,306444
0.529,0.459,306622
0.529,0.395,306649
0.529,0.396,306665
0.529,0.394,306711
0.529,0.396,306754
0.529,0.394,306762
0.529,0.393,306771
0.529,0.396,306886
0.529,0.393,306932
0.529,0.396,306959
0.529,0.399,307220
0.529,0.399,307319
0.529,0.393,307351
0.529,0.397,307408
0.529,0.395,307696
0.529,0.399,307751
0.529,0.393,307815
0.529,0.396,308005
0.529,0.393,308081
0.529,0.393,308111
0.529,0.393,308277
0.529,0.4,308421
0.529,0.393,308684
0.529,0.395,308811
0.529,0.393,308960
0.529,0.394,309028
0.529,0.397,309087
0.529,0.398,309168
0.529,0.395,309192
0.529,0.393,309214
0.529,0.407,309222
0.529,0.396,309231
0.529,0.393,309257
0.529,0.397,309338
0.529,0.394,309401
0.529,0.393,309427
0.529,0.393,309516
0.529,0.396,309524
0.529,0.394,309699
0.529,0.399,309711
0.529,0.393,309877
0.529,0.393,309907
0.529,0.393,309958
0.529,0.398,310018
0.529,0.394,310042
0.529,0.393,310085
0.529,0.393,310107
0.529,0.393,310131
0.529,0.395,310166
0.529,0.393,310239
0.529,0.413,310247
0.529,0.393,310280
0.529,0.395,310301
0.529,0.414,310344
0.529,0.4,310361
0.529,0.393,310581
0.529,0.399,310824
0.529,0.393,310841
0.529,0.395,310859
0.529,0.399,310891
0.529,0.399,310964
0.529,0.394,310981
0.529,0.393,311057
0.529,0.394,311146
0.529,0.399,311162
0.529,0.395,311294
0.529,0.395,311359
0.529,0.398,311375
0.529,0.396,311391
0.529,0.396,311405
0.529,0.394,311472
0.529,0.396,311481
0.529,0.399,311499
0.529,0.397,311618
0.529,0.399,311634
0.529,0.394,311669
0.529,0.393,311677
0.529,0.393,311693
0.529,0.396,311715
0.529,0.397,311847
0.529,0.393,311928
0.529,0.395,311944
0.529,0.406,311961
0.529,0.47,312029
0.529,0.399,312134
0.529,0.396,312282
0.529,0.399,312304
0.529,0.393,312321
0.529,0.395,312347
0.529,0.398,312363
0.529,0.399,312461
0.529,0.393,312509
0.529,0.399,312525
0.529,0.395,312592
0.529,0.393,312649
0.529,0.395,312720
0.529,0.396,312762
0.529,0.401,312851
0.529,0.393,312908
0.529,0.399,312924
0.725,0.397,313041
0.529,0.394,313084
0.529,0.394,313149
0.529,0.398,313165
0.529,0.4,313211
0.529,0.395,313220
0.529,0.394,313378
0.529,0.393,313475
0.529,0.393,313751
0.529,0.393,313807
0.529,0.393,313891
0.529,0.396,313955
0.529,0.395,313971
0.529,0.394,314099
0.529,0.406,314102
0.529,0.4,314170
0.529,0.405,314218
0.529,0.395,314242
0.529,0.393,314251
0.529,0.393,314315
0.529,0.393,314366
0.529,0.398,314561
0.529,0.398,314587
0.529,0.394,314609
0.529,0.393,314692
0.529,0.393,314706
0.529,0.399,314757
0.529,0.394,314781
0.529,0.393,314871
0.529,0.399,314889
0.529,0.399,315095
0.529,0.395,315265
0.529,0.399,315371
0.529,0.395,315494
0.529,0.4,315516
0.529,0.398,315567
0.529,0.399,315591
0.529,0.393,315630
0.529,0.396,315648
0.529,0.393,315681
0.529,0.402,315729
0.529,0.398,315761
0.529,0.393,315770
0.529,0.403,315796
0.529,0.397,315818
0.529,0.393,315893
0.529,0.395,316148
0.529,0.398,316172
0.529,0.395,316296
0.529,0.394,316326
0.529,0.393,316458
0.529,0.397,316491
0.529,0.396,316695
0.529,0.393,316857
0.529,0.394,316873
0.529,0.397,316881
0.529,0.396,316903
0.529,0.394,316920
0.529,0.397,316971
0.529,0.394,316997
0.529,0.393,317012
0.529,0.433,317144
0.529,0.393,317187
0.529,0.396,317250
0.529,0.397,317306
0.529,0.391,317403
0.529,0.399,317462
0.529,0.397,317501
0.529,0.397,317632
0.529,0.393,317772
0.529,0.399,317837
0.529,0.395,317896
0.529,0.393,317951
0.529,0.397,318027
0.529,0.395,318035
0.529,0.392,318213
0.529,0.394,318221
0.529,0.394,318230
0.529,0.396,318299
0.529,0.399,318329
0.529,0.399,318388
0.529,0.393,318477
0.529,0.395,318558
0.529,0.396,318566
0.529,0.399,318728
0.529,0.393,318744
0.529,0.399,318906
0.529,0.393,319121
0.529,0.399,319139
0.529,0.4,319147
0.529,0.399,319180
0.529,0.393,319236
0.529,0.393,319350
0.529,0.396,319368
0.529,0.394,319384
0.529,0.415,319422
0.529,0.401,319546
0.529,0.393,319597
0.529,0.393,319635
0.529,0.394,319694
0.529,0.397,319708
0.529,0.394,319872
0.529,0.406,319996
0.529,0.393,320111
0.529,0.395,320251
0.529,0.395,320269
0.529,0.397,320510
0.529,0.392,320684
0.529,0.399,320706
0.529,0.393,320790
0.529,0.397,320838
0.529,0.395,320862
0.529,0.392,320889
0.529,0.391,320897
0.529,0.399,320960
0.529,0.393,321036
0.529,0.409,321044
0.529,0.399,321087
0.529,0.393,321095
0.529,0.395,321109
0.529,0.395,321125
0.529,0.417,321273
0.529,0.393,321320
0.529,0.393,321338
0.529,0.399,321869
0.529,0.393,321877
0.529,0.395,321931
0.529,0.397,321958
0.529,0.397,321991
0.529,0.397,322261
0.529,0.399,322326
0.529,0.393,322393
0.529,0.395,322547
0.529,0.392,322571
0.529,0.395,322717
0.529,0.392,322831
0.529,0.393,322890
0.529,0.399,322903
0.529,0.397,322920
0.529,0.393,322946
0.529,0.395,323004
0.529,0.394,323055
0.529,0.393,323179
0.529,0.398,323233
0.529,0.395,323268
0.529,0.393,323349
0.529,0.395,323357
0.529,0.393,323373
0.529,0.398,323446
0.529,0.395,323632
0.529,0.407,323756
0.529,0.399,323772
0.529,0.396,323811
0.529,0.397,323870
0.529,0.398,323926
0.529,0.4,323942
0.529,0.397,323977
0.529,0.394,323993
0.529,0.395,324159
0.529,0.398,324175
0.529,0.397,324205
0.529,0.392,324213
0.529,0.393,324299
0.529,0.394,324345
0.529,0.42,324361
0.529,0.393,324451
0.529,0.399,324477
0.529,0.396,324493
0.529,0.396,324523
0.529,0.394,324566
0.529,0.399,324671
0.529,0.395,324698
0.529,0.393,324710
0.529,0.396,324809
0.529,0.399,324892
0.529,0.395,324914
0.529,0.395,325015
0.529,0.394,325031
0.529,0.4,325074
0.529,0.393,325082
0.529,0.399,325236
0.529,0.537,325252
0.529,0.401,325341
0.529,0.399,325368
0.529,0.393,325465
0.529,0.393,325562
0.529,0.418,325571
0.529,0.393,325759
0.529,0.396,325767
0.529,0.395,325856
0.529,0.394,326046
0.529,0.418,326054
0.529,0.399,326089
0.529,0.353,326305
0.529,0.393,326348
0.529,0.397,326356
0.529,0.398,326500
0.529,0.415,326755
0.529,0.404,326861
0.529,0.396,326933
0.529,0.399,327000
0.529,0.393,327093
0.529,0.415,327107
0.529,0.397,327115
0.529,0.398,327263
0.529,0.393,327328
0.529,0.394,327352
0.529,0.395,327417
0.529,0.395,327441
0.549,0.394,327450
0.529,0.394,327468
0.529,0.393,327492
0.529,0.397,327557
0.529,0.397,327638
0.529,0.403,327689
0.529,0.395,327867
0.529,0.409,327999
0.529,0.393,328031
0.529,0.395,328073
0.529,0.393,328201
0.529,0.407,328294
0.529,0.394,328308
0.529,0.396,328332
0.529,0.397,328375
0.529,0.393,328499
0.529,0.397,328537
0.529,0.397,328596
0.529,0.395,328774
0.529,0.415,328901
0.529,0.395,329207
0.529,0.393,329266
0.529,0.398,329339
0.529,0.393,329355
0.529,0.393,329371
0.529,0.398,329525
0.529,0.393,329851
0.529,0.4,329886
0.529,0.397,329967
0.529,0.393,330027
0.529,0.399,330051
0.529,0.395,330108
0.529,0.396,330116
0.529,0.399,330183
0.529,0.394,330264
0.529,0.393,330272
0.529,0.393,330281
0.529,0.399,330337
0.529,0.393,330353
0.529,0.393,330566
0.529,0.399,330655
0.529,0.393,330841
0.529,0.394,330876
0.529,0.393,330892
0.529,0.396,330957
0.529,0.393,331104
0.529,0.393,331210
0.529,0.394,331309
0.529,0.395,331341
0.529,0.394,331490
0.529,0.396,331651
0.529,0.398,331660
0.529,0.398,331805
0.529,0.394,331856
0.529,0.401,331872
0.529,0.399,332062
0.529,0.393,332101
0.529,0.399,332127
0.529,0.394,332291
0.529,0.393,332372
0.529,0.393,332381
0.529,0.395,332615
0.529,0.405,332682
0.529,0.393,332739
0.529,0.394,332755
0.529,0.398,332950
0.529,0.396,332992
0.529,0.399,333034
0.529,0.397,333051
0.529,0.4,333221
0.529,0.393,333239
0.529,0.399,333328
0.529,0.393,333395
